product_ordered,organizationId,min_price,max_price,frequency,25_groups,35_groups,40_groups
LETTUCE ICEBERG,mZRbrxkZpKmI082Mcc2v,2.7,4.0,342,23,11,22
LETTUCE ICEBERG,Nq0MaGT0ku8KDsCkSKc3,2.6,5.5,608,23,11,22
SALMON FILLET,GFZkUtd6GNPnrZJjA14U,17.5,22.0,28,6,5,10
FRZ SALMON FILLET TERIYAKI,GFZkUtd6GNPnrZJjA14U,28.0,28.0,21,6,5,10
CUCUMBER JAPANESE,GFZkUtd6GNPnrZJjA14U,2.0,3.0,21,14,6,31
CUCUMBER JAPANESE,SBARTemlIRP0og3eXx8u,3.0,3.3,84,14,6,31
CUCUMBER JAPANESE,hMTlVUJVpBoJZX4hKR7n,2.4,3.0,85,14,6,31
CUCUMBER JAPANESE,6CFhOC4Mui3XQXgA7bfq,3.0,3.0,36,14,6,31
CUCUMBER JAPANESE,PICKLEVILLE,2.95,3.3,71,14,6,31
CUCUMBER JAPANESE,RAtjEwAw5JZqX46E7fUD,3.0,3.5,83,14,6,31
CUCUMBER JAPANESE,SARNIES,2.95,3.3,365,14,6,31
CUCUMBER JAPANESE,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,2.95,8.0,375,14,6,31
CUCUMBER JAPANESE,Y7UmL0O87UJXe0mlOJ2h,2.0,3.6,263,14,6,31
CUCUMBER JAPANESE,2SBVln3dsn5IX35mnJvy,1.95,3.6,488,14,6,31
CUCUMBER JAPANESE,Nq0MaGT0ku8KDsCkSKc3,2.2,3.5,479,14,6,31
CUCUMBER JAPANESE,tFwVht0zVlzfYANIVoKb,3.0,3.5,482,14,6,31
CUCUMBER JAPANESE,mbqvoTlZSi1aN0wjFDGn,2.2,3.0,845,14,6,31
CUCUMBER JAPANESE,okOUrWpfJfQd7TmkFSvK,2.5,2.6,774,14,6,31
TOHO PAPER BOWL TEPPEI SYOKUDO,GFZkUtd6GNPnrZJjA14U,7.5,21.0,20,14,0,14
TOHO FLAT LID,GFZkUtd6GNPnrZJjA14U,3.75,4.5,19,14,6,15
ONION BROWN SKIN,GFZkUtd6GNPnrZJjA14U,1.2,1.3,18,22,2,4
JA ISHIKAWA SAKURA RICE,GFZkUtd6GNPnrZJjA14U,19.0,19.0,18,14,6,15
ATH AYATAKA GT DLCL,GFZkUtd6GNPnrZJjA14U,6.75,6.95,18,14,6,15
COKE IT DLPR,GFZkUtd6GNPnrZJjA14U,7.6,7.8,17,14,6,15
TOMATO CHERRY,GFZkUtd6GNPnrZJjA14U,3.2,3.2,17,5,31,15
TOMATO CHERRY,Wwim9VraEE3QYKUVtF4V,3.8,4.7,249,5,31,15
TOMATO CHERRY,m3FCjwBwqzZve4VCXjQn,2.0,4.5,255,5,31,15
AVOCADO AUST,GFZkUtd6GNPnrZJjA14U,1.9,1.9,16,14,6,15
GOLDEN CIRCLE VEGETABLE OIL,GFZkUtd6GNPnrZJjA14U,24.0,26.5,16,7,6,15
GOLDEN CIRCLE VEGETABLE OIL,okOUrWpfJfQd7TmkFSvK,24.0,45.5,311,7,6,15
UNAGI,GFZkUtd6GNPnrZJjA14U,28.0,28.0,15,14,6,15
MUTTON CUBE,JOx4G2Lrg8107VxgvSD0,13.5,14.5,56,14,6,15
MARROW BONE CUT,JOx4G2Lrg8107VxgvSD0,5.5,5.5,54,8,6,15
MUTTON CHOPS,JOx4G2Lrg8107VxgvSD0,11.5,12.0,50,14,6,15
CHICKEN LIVER,JOx4G2Lrg8107VxgvSD0,3.0,3.0,38,19,29,17
CAPON CUT,JOx4G2Lrg8107VxgvSD0,4.1,4.1,38,8,6,15
GM WING,JOx4G2Lrg8107VxgvSD0,4.8,4.8,37,14,6,15
RBONE,JOx4G2Lrg8107VxgvSD0,4.0,4.0,36,14,6,15
CHICKEN CUT,JOx4G2Lrg8107VxgvSD0,3.4,3.4,20,19,29,17
CHILL MINCED MUTTON,JOx4G2Lrg8107VxgvSD0,13.0,13.0,20,14,6,15
ROYAL CARP HOM MALI,JOx4G2Lrg8107VxgvSD0,46.73,46.73,20,14,22,15
LEG OF BEEF WO GOLDEN COIN,JOx4G2Lrg8107VxgvSD0,8.8,8.8,19,9,3,34
MINCED CHICKEN,JOx4G2Lrg8107VxgvSD0,5.5,5.5,12,19,29,17
CHEESE COWHEAD CHEDDAR CHEESE,JOx4G2Lrg8107VxgvSD0,2.9,2.9,12,13,6,15
USA FRENCH FRIES,JOx4G2Lrg8107VxgvSD0,28.0,28.0,11,8,14,19
BABAS FISH CURRY POWDER,JOx4G2Lrg8107VxgvSD0,5.6,56.0,11,14,7,15
BIG CHILLI,JOx4G2Lrg8107VxgvSD0,4.5,4.5,10,14,4,15
BIG RED CHILLI,JOx4G2Lrg8107VxgvSD0,5.0,5.0,10,14,4,20
HOR FUN,HRMiJjjpBBZWNPPkqyGi,1.4,1.4,62,14,6,15
HOR FUN,B7MPogTNS5zLZ4vP60Av,3.6,4.2,92,14,6,15
HOR FUN,5OXHdY3rIDrU6Gimqvjl,3.6,4.2,80,14,6,15
HOR FUN,0sBibqOyTiY2TMwvultj,1.6,2.0,650,14,6,15
HOR FUN,f8228d4f-2422-4128-9991-f585d1feb5b9,3.1,3.6,2383,14,6,15
LUFFA,HRMiJjjpBBZWNPPkqyGi,1.8,3.0,37,14,6,15
MF,HRMiJjjpBBZWNPPkqyGi,38.0,40.0,31,14,6,15
ICEBERG LETTUCE,HRMiJjjpBBZWNPPkqyGi,2.0,6.0,25,23,11,22
ICEBERG LETTUCE,CELESTIALGOURMET,2.2,5.0,154,23,11,22
ICEBERG LETTUCE,mZRbrxkZpKmI082Mcc2v,2.3,2.5,308,23,11,22
ICEBERG LETTUCE,f8228d4f-2422-4128-9991-f585d1feb5b9,2.4,6.5,2090,23,11,22
CORIANDER,HRMiJjjpBBZWNPPkqyGi,7.0,9.0,24,14,6,15
CORIANDER,yNLDhDuX7anISJyEgDj8,3.8,18.5,77,14,6,15
CORIANDER,ezhwwSmXIE1jeZlmtHDa,17.0,19.0,119,14,6,15
CORIANDER,Y7UmL0O87UJXe0mlOJ2h,1.2056,22.0,498,14,6,15
QING LONG CHYE,HRMiJjjpBBZWNPPkqyGi,7.5,8.5,22,14,16,37
DEEP FRIED TOFU SUNUP,HRMiJjjpBBZWNPPkqyGi,0.75,0.75,21,14,6,15
YELLOW LEMON,HRMiJjjpBBZWNPPkqyGi,0.5,0.7,21,14,12,6
YELLOW LEMON,HF3Jl0xM91QISNT4x421,52.8,60.0,70,14,12,6
YELLOW LEMON,oLLwt6RtVdHvv2xTqvQD,0.6,60.0,90,14,12,6
YELLOW LEMON,CELESTIALGOURMET,0.3271,0.7009,311,14,12,6
PEELED GARLIC,HRMiJjjpBBZWNPPkqyGi,3.0,3.5,20,1,6,15
PEELED GARLIC,CELESTIALGOURMET,2.3364,3.5,198,1,6,15
BABY BAYAM,HRMiJjjpBBZWNPPkqyGi,1.8,3.0,19,14,6,7
ANGEL GOURDANGEL LUFFA,HRMiJjjpBBZWNPPkqyGi,2.5,3.0,18,14,6,15
YAM,HRMiJjjpBBZWNPPkqyGi,4.5,40.0,16,14,6,15
YAM,mZRbrxkZpKmI082Mcc2v,4.0,16.0,347,14,6,15
RED CHILLI PADI,HRMiJjjpBBZWNPPkqyGi,8.0,12.0,15,14,4,20
RED CHILLI PADI,OjKlvfiNMdOMarxa4K8T,6.0,12.0,267,14,4,20
HK KAILAN,HRMiJjjpBBZWNPPkqyGi,3.95,25.0,14,14,6,15
CHINESE CELERY,HRMiJjjpBBZWNPPkqyGi,4.0,11.0,14,14,6,5
HK KAI LAN_,HRMiJjjpBBZWNPPkqyGi,24.0,28.0,13,14,6,15
SMALL LIME,HRMiJjjpBBZWNPPkqyGi,3.0,3.8,13,16,34,15
SMALL LIME,f8228d4f-2422-4128-9991-f585d1feb5b9,2.0,4.5,1480,16,34,15
NARABI UNI,O9WgoVBCaIDzi4QxYuU3,90.0,175.0,65,14,6,15
OHBA,O9WgoVBCaIDzi4QxYuU3,16.0,17.0,52,14,6,15
OHBA,6sjtUA8uHXk1vGca9ltC,11.0,15.0,111,14,6,15
OHBA,Nq0MaGT0ku8KDsCkSKc3,11.0,15.0,495,14,6,15
SHIMEJI MUSHROOM,O9WgoVBCaIDzi4QxYuU3,1.0,1.0,52,11,30,21
SANCHOKU BEEF WAGYU STRIPLOIN MB,O9WgoVBCaIDzi4QxYuU3,68.0,76.0,49,9,3,34
HANAHO,O9WgoVBCaIDzi4QxYuU3,10.0,12.8,47,14,6,15
HANAHO,6sjtUA8uHXk1vGca9ltC,7.0,12.0,149,14,6,15
FROZEN BONELESS CHICKEN,O9WgoVBCaIDzi4QxYuU3,4.0,4.0,45,19,29,24
FROZEN BONELESS CHICKEN,Nq0MaGT0ku8KDsCkSKc3,3.4,5.5,434,19,29,24
CANADA SCALLOP,O9WgoVBCaIDzi4QxYuU3,66.965,66.965,45,14,6,15
GODO RYORISHU KAPPOSHITATE,O9WgoVBCaIDzi4QxYuU3,9.3,9.3,45,14,6,15
BRINJAL MALAYSIA,O9WgoVBCaIDzi4QxYuU3,2.5,3.5,43,14,6,15
GARDENIA EN WHT BRD,O9WgoVBCaIDzi4QxYuU3,1.869,1.8692,43,14,6,15
SANRIKU IKURA,O9WgoVBCaIDzi4QxYuU3,128.0,128.0,42,14,6,15
NIIGATA KOSHIHIKARI,O9WgoVBCaIDzi4QxYuU3,24.0,24.0,41,14,6,15
EDAMAME,O9WgoVBCaIDzi4QxYuU3,1.8,2.0,39,14,6,15
EDAMAME,okOUrWpfJfQd7TmkFSvK,1.4,1.8,386,14,6,15
SETTSU OLEVA DAIZU SHIRASHIME OIL,O9WgoVBCaIDzi4QxYuU3,58.0,65.0,39,7,6,15
NISSHIN TEMPURA KO,O9WgoVBCaIDzi4QxYuU3,3.5,3.5,37,14,7,15
YAMASA TOKUYOU SHOYU,O9WgoVBCaIDzi4QxYuU3,7.8,7.8,36,14,6,15
MISHIMA SETO FUMI,O9WgoVBCaIDzi4QxYuU3,28.0,28.0,36,14,6,15
BABY CORN THAILAND,O9WgoVBCaIDzi4QxYuU3,1.0,1.0,35,7,22,7
CHIMI MESCLUN SALAD LEAF MESCLUN SALAD LEAF,RZ65BS4LdmJYe4ex97Bg,4.3,4.3,65,14,6,15
CHIMI AVOCADO AVOCADO,RZ65BS4LdmJYe4ex97Bg,1.6,1.6,65,14,6,15
CHIMI AVOCADO AVOCADO,yNLDhDuX7anISJyEgDj8,1.55,1.6,83,14,6,15
CHIMI AVOCADO AVOCADO,aoeJwHxr95mYHBXpcfOh,1.55,1.6,140,14,6,15
CHIMI AVOCADO AVOCADO,zoARnHnZ7cC6dwm7aAqW,1.55,2.6,146,14,6,15
CHIMI AVOCADO AVOCADO,Bsgcow9GwJju2TLmcD4F,1.55,1.6,161,14,6,15
CHIMI PEELED YELLOW ONION PEELED YELLOW ONION,RZ65BS4LdmJYe4ex97Bg,2.1,2.1,53,1,2,4
CHIMI PEELED YELLOW ONION PEELED YELLOW ONION,aoeJwHxr95mYHBXpcfOh,2.1,2.1,128,1,2,4
CHIMI PEELED YELLOW ONION PEELED YELLOW ONION,zoARnHnZ7cC6dwm7aAqW,2.1,2.1,91,1,2,4
CHIMI PEELED YELLOW ONION PEELED YELLOW ONION,Bsgcow9GwJju2TLmcD4F,2.1,2.1,149,1,2,4
CHIMI ICEBERG LETTUCE ICEBERG LETTUCE,RZ65BS4LdmJYe4ex97Bg,3.8,3.8,48,23,11,22
CHIMI ICEBERG LETTUCE ICEBERG LETTUCE,aoeJwHxr95mYHBXpcfOh,3.5,3.8,116,23,11,22
CHIMI ICEBERG LETTUCE ICEBERG LETTUCE,zoARnHnZ7cC6dwm7aAqW,3.5,3.8,132,23,11,22
CHIMI ICEBERG LETTUCE ICEBERG LETTUCE,Bsgcow9GwJju2TLmcD4F,2.6,3.8,172,23,11,22
CHIMI ENGLISH CHIVES ENGLISH CHIVES,RZ65BS4LdmJYe4ex97Bg,2.0,2.0,46,14,6,15
CHIMI ENGLISH CHIVES ENGLISH CHIVES,aoeJwHxr95mYHBXpcfOh,2.0,2.0,104,14,6,15
CHK BL SO UP FZ SA,RZ65BS4LdmJYe4ex97Bg,4.9,4.9,46,3,6,2
CHK BL SO UP FZ SA,aoeJwHxr95mYHBXpcfOh,4.5,6.3,122,3,6,2
CHK BL SO UP FZ SA,RAtjEwAw5JZqX46E7fUD,3.6,5.2,82,3,6,2
FISH DORY FZ,RZ65BS4LdmJYe4ex97Bg,27.0,27.0,41,3,7,15
FISH DORY FZ,yNLDhDuX7anISJyEgDj8,23.0,27.0,99,3,7,15
FISH DORY FZ,aoeJwHxr95mYHBXpcfOh,23.0,27.0,145,3,7,15
FISH DORY FZ,Bsgcow9GwJju2TLmcD4F,23.0,27.0,213,3,7,15
FLOUR TEMPURAKO NISSIN GM,RZ65BS4LdmJYe4ex97Bg,4.0,4.0,40,14,17,15
FLOUR TEMPURAKO NISSIN GM,Bsgcow9GwJju2TLmcD4F,3.8,4.0,141,14,17,15
CHIMI TOMATO TOMATO,RZ65BS4LdmJYe4ex97Bg,2.4,2.4,39,5,31,15
CHIMI TOMATO TOMATO,aoeJwHxr95mYHBXpcfOh,2.4,2.4,100,5,31,15
CHIMI TOMATO TOMATO,zoARnHnZ7cC6dwm7aAqW,2.4,2.4,99,5,31,15
CHIMI TOMATO TOMATO,Bsgcow9GwJju2TLmcD4F,2.4,2.4,171,5,31,15
CHIMI CHINESE PARSLEY CHINESE PARSLEY,RZ65BS4LdmJYe4ex97Bg,14.5,14.5,38,14,6,5
CHIMI CHINESE PARSLEY CHINESE PARSLEY,yNLDhDuX7anISJyEgDj8,9.8,14.5,74,14,6,5
CHIMI CHINESE PARSLEY CHINESE PARSLEY,aoeJwHxr95mYHBXpcfOh,9.8,14.5,126,14,6,5
CHIMI CHINESE PARSLEY CHINESE PARSLEY,zoARnHnZ7cC6dwm7aAqW,9.8,14.5,149,14,6,5
CHIMI CHINESE PARSLEY CHINESE PARSLEY,Bsgcow9GwJju2TLmcD4F,9.8,14.5,163,14,6,5
CHK CRISPY SPICY MIDDLE WING,RZ65BS4LdmJYe4ex97Bg,12.0,12.0,38,3,6,15
CHK CRISPY SPICY MIDDLE WING,zoARnHnZ7cC6dwm7aAqW,9.7,12.0,144,3,6,15
CHK CRISPY SPICY MIDDLE WING,Bsgcow9GwJju2TLmcD4F,9.7,12.0,196,3,6,15
FFF SHREDS MONTEREY JACK,RZ65BS4LdmJYe4ex97Bg,14.5,14.5,33,14,6,15
FFF SHREDS MONTEREY JACK,aoeJwHxr95mYHBXpcfOh,11.9,14.5,77,14,6,15
FFF SHREDS MONTEREY JACK,Bsgcow9GwJju2TLmcD4F,11.0,14.5,172,14,6,15
FFF SHREDS MOZZARELLA,RZ65BS4LdmJYe4ex97Bg,13.5,13.5,33,14,6,15
FFF SHREDS MOZZARELLA,yNLDhDuX7anISJyEgDj8,11.0,13.5,70,14,6,15
FFF SHREDS MOZZARELLA,aoeJwHxr95mYHBXpcfOh,10.9,13.5,76,14,6,15
FFF SHREDS MOZZARELLA,Bsgcow9GwJju2TLmcD4F,11.0,13.5,188,14,6,15
JIN LUN THAI RICE,RZ65BS4LdmJYe4ex97Bg,10.0,10.0,32,14,6,15
JIN LUN THAI RICE,yNLDhDuX7anISJyEgDj8,10.0,10.0,66,14,6,15
JIN LUN THAI RICE,zoARnHnZ7cC6dwm7aAqW,10.0,10.0,126,14,6,15
JIN LUN THAI RICE,Bsgcow9GwJju2TLmcD4F,10.0,10.0,188,14,6,15
FFF SHREDS CHEDDAR MILD,RZ65BS4LdmJYe4ex97Bg,14.5,14.5,32,14,6,15
FFF SHREDS CHEDDAR MILD,yNLDhDuX7anISJyEgDj8,10.8,14.5,72,14,6,15
FFF SHREDS CHEDDAR MILD,aoeJwHxr95mYHBXpcfOh,10.8,14.5,78,14,6,15
FFF SHREDS CHEDDAR MILD,Bsgcow9GwJju2TLmcD4F,10.5,14.5,189,14,6,15
MISSION YELLOW CORN TORTILLA,RZ65BS4LdmJYe4ex97Bg,46.8,46.8,31,7,17,7
MISSION YELLOW CORN TORTILLA,yNLDhDuX7anISJyEgDj8,37.2,46.8,72,7,17,7
MISSION YELLOW CORN TORTILLA,zoARnHnZ7cC6dwm7aAqW,37.2,46.8,103,7,17,7
MISSION YELLOW CORN TORTILLA,Bsgcow9GwJju2TLmcD4F,37.2,46.8,184,7,17,7
PF FREEZEPACK CHK POPCORN,RZ65BS4LdmJYe4ex97Bg,10.5,10.5,31,3,6,15
BUTTER SCS SALTED FZ NZ,RZ65BS4LdmJYe4ex97Bg,3.6,3.6,30,3,6,15
BUTTER SCS SALTED FZ NZ,yNLDhDuX7anISJyEgDj8,3.0,3.6,69,3,6,15
BUTTER SCS SALTED FZ NZ,aoeJwHxr95mYHBXpcfOh,3.6,3.6,77,3,6,15
BUTTER SCS SALTED FZ NZ,zoARnHnZ7cC6dwm7aAqW,3.0,3.6,82,3,6,15
BUTTER SCS SALTED FZ NZ,Bsgcow9GwJju2TLmcD4F,3.0,3.6,168,3,6,15
BF SHORT PLATE BL FZ US,RZ65BS4LdmJYe4ex97Bg,10.5,10.5,30,3,6,25
BF SHORT PLATE BL FZ US,yNLDhDuX7anISJyEgDj8,10.5,10.5,85,3,6,25
BF SHORT PLATE BL FZ US,Bsgcow9GwJju2TLmcD4F,10.5,10.5,163,3,6,25
BINDA VALLEY LITE SOUR CREAM,RZ65BS4LdmJYe4ex97Bg,18.5,18.5,29,14,6,39
BINDA VALLEY LITE SOUR CREAM,zoARnHnZ7cC6dwm7aAqW,16.0,18.5,91,14,6,39
BINDA VALLEY LITE SOUR CREAM,Bsgcow9GwJju2TLmcD4F,16.0,18.5,170,14,6,39
CHERRY TOMATOES,k3UwIHEpLVJ9zlD4Po6S,3.8,4.2,68,14,31,13
CHERRY TOMATOES,okOUrWpfJfQd7TmkFSvK,3.5,3.8,431,14,31,13
STRAWBERRIES,k3UwIHEpLVJ9zlD4Po6S,5.5,9.2,61,14,6,15
TOMATOES,k3UwIHEpLVJ9zlD4Po6S,2.0,2.6,62,14,6,13
TOMATOES,bE7u2sgIZ3s8CKmwUqRr,1.2,1.6,190,14,6,13
TOMATOES,d7SEd3s5IO8OFTGbhm3U,2.0,2.4,361,14,6,13
TOMATOES,f8228d4f-2422-4128-9991-f585d1feb5b9,1.645,4.2,2110,14,6,13
BANANAS CAVENDISH,k3UwIHEpLVJ9zlD4Po6S,2.6,2.6,57,14,6,15
MINT LEAVES,k3UwIHEpLVJ9zlD4Po6S,7.5,7.5,50,14,6,15
MINT LEAVES,THATBAR,5.5,5.5,11,14,6,15
MINT LEAVES,bgvfuSmTFDXTyUDoN0qp,6.5,7.5,386,14,6,15
KIWI,k3UwIHEpLVJ9zlD4Po6S,0.4,0.8,43,14,6,15
ONIONS YELLOW,k3UwIHEpLVJ9zlD4Po6S,1.2,1.4,41,14,12,15
ONIONS YELLOW,bE7u2sgIZ3s8CKmwUqRr,1.0,1.0,125,14,12,15
MEIJI FRESH MILK LITRE,k3UwIHEpLVJ9zlD4Po6S,4.3,4.3,40,6,6,10
MEIJI FRESH MILK LITRE,yPODHzRg7TAPcrDrNf17,4.3,4.3,87,6,6,10
CORAL GREEN,k3UwIHEpLVJ9zlD4Po6S,6.0,6.0,39,20,19,3
CORAL RED,k3UwIHEpLVJ9zlD4Po6S,6.0,6.0,38,14,4,20
HOLLAND BASIL,k3UwIHEpLVJ9zlD4Po6S,2.0,2.0,37,14,6,28
LIME GREEN,k3UwIHEpLVJ9zlD4Po6S,5.0,5.0,36,20,34,3
LIME GREEN,bE7u2sgIZ3s8CKmwUqRr,5.0,5.0,32,20,34,3
LIME GREEN,bgvfuSmTFDXTyUDoN0qp,5.0,5.0,412,20,34,3
FROZEN SALMON FILLET SKIN ON,k3UwIHEpLVJ9zlD4Po6S,21.5,21.5,37,6,5,10
FREE DELIVERY,k3UwIHEpLVJ9zlD4Po6S,5.0,5.0,1,14,6,15
CHILLI RED,k3UwIHEpLVJ9zlD4Po6S,5.5,5.5,34,14,4,20
CHILLI RED,Y7UmL0O87UJXe0mlOJ2h,4.5,7.0,462,14,4,20
CHILLI RED,m3FCjwBwqzZve4VCXjQn,4.6,6.3,280,14,4,20
XIAO BAI CAI,k3UwIHEpLVJ9zlD4Po6S,1.1682,3.2,34,14,6,15
EGGS,k3UwIHEpLVJ9zlD4Po6S,6.6,8.2,33,14,6,15
EGGS,NwKAt2s45suG4zWjrtzb,6.0,7.3,18,14,6,15
EGGS,ecb6a488-6a92-456d-a2fa-3a42668b63da,3.9252,41.4,111,14,6,15
EGGS,Y7UmL0O87UJXe0mlOJ2h,6.0,9.0,313,14,6,15
EGGS,7w4iCJYkZmWa1jACSKhr,6.0,8.5,360,14,6,15
EGGS,okOUrWpfJfQd7TmkFSvK,4.8,7.5,350,14,6,15
EGGS,yoUph1C3AlRZyqM5TIte,0.15,0.26,468,14,6,15
FZN BL CHKN BREAST WO SKIN,db032065-07d5-43c2-91b8-86a06a5d764e,5.2,7.7,51,3,6,15
PUMPKIN,db032065-07d5-43c2-91b8-86a06a5d764e,2.2,2.6,44,14,18,15
BROCCOLLI,db032065-07d5-43c2-91b8-86a06a5d764e,4.0,6.7,40,14,6,15
BROCCOLLI,A9KBK7FuOowtwmzRlqHn,3.5,4.5,206,14,6,15
CAPSICUM RED DICED,db032065-07d5-43c2-91b8-86a06a5d764e,8.2,9.5,39,14,4,20
ONION BROWNYELLOW DICED,db032065-07d5-43c2-91b8-86a06a5d764e,2.2,2.2,39,22,2,4
ENGLISH CELERY,db032065-07d5-43c2-91b8-86a06a5d764e,2.6,3.0,34,14,25,15
PB LAMINATION TRAY PER CARTON,db032065-07d5-43c2-91b8-86a06a5d764e,69.0,69.0,34,14,6,16
SHITAKI MUSHROOM,db032065-07d5-43c2-91b8-86a06a5d764e,9.5,12.0,33,11,30,21
INDONESIA CABBAGE,db032065-07d5-43c2-91b8-86a06a5d764e,1.6,2.2,33,14,28,12
CLEAR PP DOME LID FOR TRAY CARTON,db032065-07d5-43c2-91b8-86a06a5d764e,40.0,40.0,32,14,6,16
BRINJAL,db032065-07d5-43c2-91b8-86a06a5d764e,2.8,4.5,32,14,6,15
BRINJAL,m3FCjwBwqzZve4VCXjQn,2.6,3.0,281,14,6,15
BRINJAL,0sBibqOyTiY2TMwvultj,2.8,4.5,535,14,6,15
GARLIC,db032065-07d5-43c2-91b8-86a06a5d764e,2.8,2.8,30,14,6,15
GARLIC,A9KBK7FuOowtwmzRlqHn,2.6,2.7,191,14,6,15
WHITE ONION,db032065-07d5-43c2-91b8-86a06a5d764e,1.5,3.0,30,22,10,4
WHITE ONION,706c3aa4-776e-4300-9108-80eb6771dffb,1.4,2.9,64,22,10,4
WHITE ONION,A9KBK7FuOowtwmzRlqHn,1.4,2.9,186,22,10,4
MUSHROOM BUTTON WHITE,db032065-07d5-43c2-91b8-86a06a5d764e,8.5,11.9,28,11,10,29
MUSHROOM BUTTON WHITE,RAtjEwAw5JZqX46E7fUD,8.5,11.9,89,11,10,29
MUSHROOM BUTTON WHITE,COQNBALLS,8.5,11.9,77,11,10,29
MUSHROOM BUTTON WHITE,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,8.9,11.9,602,11,10,29
MUSHROOM BUTTON WHITE,tFwVht0zVlzfYANIVoKb,8.5,11.9,611,11,10,29
RADISH,db032065-07d5-43c2-91b8-86a06a5d764e,2.1,2.8,24,14,6,15
SAPORITO DICED CHOPPED TOMATOES,db032065-07d5-43c2-91b8-86a06a5d764e,15.5,15.5,26,14,6,13
ONION BROWNYELLOW SLICED,db032065-07d5-43c2-91b8-86a06a5d764e,2.2,2.2,26,22,2,4
RED SWEET POTATO,db032065-07d5-43c2-91b8-86a06a5d764e,2.5,3.7,25,24,14,33
BEEF BURGER,NwKAt2s45suG4zWjrtzb,1.0,1.1,92,9,24,34
BEEF BURGER,7w4iCJYkZmWa1jACSKhr,0.95,2.3,1593,9,24,34
BEEF BURGER WAGYU,NwKAt2s45suG4zWjrtzb,2.3,2.3,53,9,24,34
BEEF BURGER WAGYU,7w4iCJYkZmWa1jACSKhr,2.3,2.6,860,9,24,34
STRAIGHT CUT FRIES,NwKAt2s45suG4zWjrtzb,5.0,5.0,42,8,14,19
STRAIGHT CUT FRIES,7w4iCJYkZmWa1jACSKhr,5.0,6.0,716,8,14,19
LETTUCE BUTTERHEAD,NwKAt2s45suG4zWjrtzb,4.5,6.0,34,23,11,22
LETTUCE BUTTERHEAD,d3f5c595-873c-481a-a024-3b209533d72e,6.5,8.0,123,23,11,22
LETTUCE BUTTERHEAD,mZRbrxkZpKmI082Mcc2v,5.0,7.0,490,23,11,22
LETTUCE BUTTERHEAD,BURNTENDS,2.2523,21.9,595,23,11,22
LETTUCE BUTTERHEAD,7w4iCJYkZmWa1jACSKhr,4.5,6.0,409,23,11,22
STEAM BUN,NwKAt2s45suG4zWjrtzb,0.5,0.5,28,14,24,18
STEAM BUN,79twyDlBrvO0H0jhcvdw,3.0,3.5,163,14,24,18
STEAM BUN,7w4iCJYkZmWa1jACSKhr,0.5,0.5,547,14,24,18
KRAFT EXTRA HEAVY MAYO,NwKAt2s45suG4zWjrtzb,13.2,13.2,27,14,6,14
PRAISE MARGARINE,NwKAt2s45suG4zWjrtzb,3.09,3.09,26,14,6,15
PRAISE MARGARINE,7w4iCJYkZmWa1jACSKhr,2.05,4.09,352,14,6,15
BROCCOLI SPEARS,NwKAt2s45suG4zWjrtzb,2.3,2.3,26,14,6,15
BROCCOLI SPEARS,7w4iCJYkZmWa1jACSKhr,2.3,2.3,750,14,6,15
HEINZ FS CHILLI CRYOVAC POUCH,NwKAt2s45suG4zWjrtzb,8.0,8.0,20,14,6,15
BRIOCHE BURGER BUN WSESAME,NwKAt2s45suG4zWjrtzb,43.2,43.2,20,14,24,18
BRIOCHE BURGER BUN WSESAME,7w4iCJYkZmWa1jACSKhr,43.2,54.0,592,14,24,18
SWEET POTATO FRIES USA,NwKAt2s45suG4zWjrtzb,45.0,51.0,19,24,14,33
SWEET POTATO FRIES USA,7w4iCJYkZmWa1jACSKhr,40.0,78.0,495,24,14,33
CHICKEN LEG BONELESS SKIN ON,NwKAt2s45suG4zWjrtzb,4.0,4.0,16,19,29,24
DEEP FRIED CHICKEN POP,NwKAt2s45suG4zWjrtzb,9.3,9.3,16,19,29,17
MCCAIN MC FLAVOURLAST,NwKAt2s45suG4zWjrtzb,6.65,6.65,16,14,6,15
MCCAIN MC FLAVOURLAST,7w4iCJYkZmWa1jACSKhr,6.65,6.65,450,14,6,15
MISSION FLOUR TORTILLA,yNLDhDuX7anISJyEgDj8,2.3,6.9,99,14,17,15
MISSION FLOUR TORTILLA,aoeJwHxr95mYHBXpcfOh,2.3,47.2,76,14,17,15
MISSION FLOUR TORTILLA,zoARnHnZ7cC6dwm7aAqW,2.25,55.2,129,14,17,15
MISSION FLOUR TORTILLA,bE7u2sgIZ3s8CKmwUqRr,4.6,55.2,35,14,17,15
MISSION FLOUR TORTILLA,Bsgcow9GwJju2TLmcD4F,2.25,57.6,307,14,17,15
SIGNATURE FZ FLOUR TORTILLA,yNLDhDuX7anISJyEgDj8,4.5,6.4,74,3,17,15
SIGNATURE FZ FLOUR TORTILLA,Bsgcow9GwJju2TLmcD4F,4.5,6.4,184,3,17,15
LIME SEEDLESS,yNLDhDuX7anISJyEgDj8,3.6,3.6,72,16,34,15
LIME SEEDLESS,0crseC3fJ4blre9g6H26,5.5,5.5,132,16,34,15
LIME SEEDLESS,yPODHzRg7TAPcrDrNf17,5.5,5.5,162,16,34,15
LIME SEEDLESS,RAtjEwAw5JZqX46E7fUD,5.0,5.0,83,16,34,15
